blk_no,street,max_floor_lvl,year_completed,bldg_contract_town,room_type,units,postal,latitude,longitude,town,country,population,town_latitude,town_longitude
596C,ANG MO KIO ST 52,28,2000,AMK,4room_sold,81,563596,1.3722,103.8501,Ang Mo Kio,Singapore,166820,1.36795,103.83866
596D,ANG MO KIO ST 52,28,2001,AMK,4room_sold,108,564596,1.3719,103.8511,Ang Mo Kio,Singapore,166820,1.36795,103.83866
297A,COMPASSVALE ST,17,1999,SK,4room_sold,99,541297,1.3948,103.9005,Sengkang,Singapore,232100,1.39246,103.89459000000001
297B,COMPASSVALE ST,17,1999,SK,4room_sold,99,542297,1.3946,103.90100000000001,Sengkang,Singapore,232100,1.39246,103.89459000000001
298A,COMPASSVALE ST,17,1999,SK,4room_sold,67,541298,1.3951,103.9019,Sengkang,Singapore,232100,1.39246,103.89459000000001
298B,COMPASSVALE ST,17,1999,SK,4room_sold,67,542298,1.3955,103.9022,Sengkang,Singapore,232100,1.39246,103.89459000000001
298C,COMPASSVALE ST,17,1999,SK,4room_sold,67,543298,1.3961,103.9009,Sengkang,Singapore,232100,1.39246,103.89459000000001
298D,COMPASSVALE ST,17,1999,SK,4room_sold,67,544298,1.3958,103.9007,Sengkang,Singapore,232100,1.39246,103.89459000000001
299A,COMPASSVALE ST,17,1999,SK,4room_sold,51,541299,1.3962,103.9027,Sengkang,Singapore,232100,1.39246,103.89459000000001
299B,COMPASSVALE ST,17,1999,SK,4room_sold,51,542299,1.3972,103.9015,Sengkang,Singapore,232100,1.39246,103.89459000000001
101A,PUNGGOL FIELD,16,2001,PG,4room_sold,26,821101,1.3980000000000001,103.9058,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
101D,PUNGGOL FIELD,17,2001,PG,4room_sold,28,824101,1.3987,103.9063,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
102A,PUNGGOL FIELD,17,2001,PG,4room_sold,28,821102,1.399,103.9059,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
102D,PUNGGOL FIELD,16,2001,PG,4room_sold,26,824102,1.3981,103.9056,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
268A,BOON LAY DR,16,2000,JW,4room_sold,15,641268,1.3478,103.7082,Jurong West,Singapore,267840,1.3445,103.706817
268B,BOON LAY DR,16,2000,JW,4room_sold,31,642268,1.3475,103.7081,Jurong West,Singapore,267840,1.3445,103.706817
268C,BOON LAY DR,16,2000,JW,4room_sold,46,643268,1.3474,103.7081,Jurong West,Singapore,267840,1.3445,103.706817
507A,WELLINGTON CIRCLE,12,2000,SB,4room_sold,44,751507,1.4527,103.8241,Sembawang,Singapore,76530,1.449111,103.818494
507B,WELLINGTON CIRCLE,12,2000,SB,4room_sold,33,752507,1.4528,103.8235,Sembawang,Singapore,76530,1.449111,103.818494
507C,WELLINGTON CIRCLE,12,2000,SB,4room_sold,47,753507,1.4521,103.8232,Sembawang,Singapore,76530,1.449111,103.818494
196A,PUNGGOL FIELD,17,2001,PG,4room_sold,28,821196,1.3992,103.9066,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
196B,PUNGGOL FIELD,17,2001,PG,4room_sold,28,822196,1.3989,103.90700000000001,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
196D,PUNGGOL FIELD,15,2001,PG,4room_sold,36,824196,1.3998,103.9073,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
199A,PUNGGOL FIELD,17,2001,PG,4room_sold,28,821199,1.3997,103.906,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
199B,PUNGGOL FIELD,17,2001,PG,4room_sold,28,822199,1.4,103.9056,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
199D,PUNGGOL FIELD,15,2001,PG,4room_sold,36,824199,1.4006,103.9063,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
670A,JURONG WEST ST 65,16,2000,JW,4room_sold,32,641670,1.3443,103.7027,Jurong West,Singapore,267840,1.3445,103.706817
674A,JURONG WEST ST 65,16,2000,JW,4room_sold,30,641674,1.3448,103.70200000000001,Jurong West,Singapore,267840,1.3445,103.706817
672A,JURONG WEST ST 65,16,2000,JW,4room_sold,32,641672,1.3437,103.7011,Jurong West,Singapore,267840,1.3445,103.706817
673A,JURONG WEST ST 65,16,2000,JW,4room_sold,123,641673,1.3443,103.7011,Jurong West,Singapore,267840,1.3445,103.706817
673B,JURONG WEST ST 65,16,2000,JW,4room_sold,30,642673,1.3439,103.7019,Jurong West,Singapore,267840,1.3445,103.706817
673C,JURONG WEST ST 65,16,2000,JW,4room_sold,62,643673,1.3446,103.7013,Jurong West,Singapore,267840,1.3445,103.706817
674B,JURONG WEST ST 65,16,2000,JW,4room_sold,62,642674,1.3449,103.70200000000001,Jurong West,Singapore,267840,1.3445,103.706817
17,DOVER CRES,30,2002,QT,4room_sold,102,130017,1.3076,103.78299999999999,Queenstown,Singapore,98050,1.294167,103.786128
18,DOVER CRES,30,2002,QT,4room_sold,102,130018,1.3082,103.78299999999999,Queenstown,Singapore,98050,1.294167,103.786128
19,DOVER CRES,30,2002,QT,4room_sold,102,130019,1.3079,103.7838,Queenstown,Singapore,98050,1.294167,103.786128
651A,JURONG WEST ST 61,14,2000,JW,4room_sold,93,641651,1.3369,103.6978,Jurong West,Singapore,267840,1.3445,103.706817
651B,JURONG WEST ST 61,16,2000,JW,4room_sold,107,642651,1.3369,103.6984,Jurong West,Singapore,267840,1.3445,103.706817
295A,COMPASSVALE CRES,15,2000,SK,4room_sold,86,541295,1.3982,103.8996,Sengkang,Singapore,232100,1.39246,103.89459000000001
295B,COMPASSVALE CRES,15,2000,SK,4room_sold,72,542295,1.3979,103.9003,Sengkang,Singapore,232100,1.39246,103.89459000000001
295C,COMPASSVALE CRES,15,2000,SK,4room_sold,42,543295,1.3974,103.9003,Sengkang,Singapore,232100,1.39246,103.89459000000001
296A,COMPASSVALE CRES,15,2000,SK,4room_sold,56,541296,1.3973,103.8994,Sengkang,Singapore,232100,1.39246,103.89459000000001
296B,COMPASSVALE CRES,15,2000,SK,4room_sold,57,542296,1.3978,103.8991,Sengkang,Singapore,232100,1.39246,103.89459000000001
296C,COMPASSVALE CRES,15,2000,SK,4room_sold,57,543296,1.3975,103.8995,Sengkang,Singapore,232100,1.39246,103.89459000000001
313A,ANCHORVALE RD,16,2001,SK,4room_sold,26,541313,1.3928,103.8875,Sengkang,Singapore,232100,1.39246,103.89459000000001
313B,ANCHORVALE RD,16,2001,SK,4room_sold,26,542313,1.3927,103.8875,Sengkang,Singapore,232100,1.39246,103.89459000000001
313C,ANCHORVALE RD,16,2001,SK,4room_sold,26,543313,1.3914,103.8877,Sengkang,Singapore,232100,1.39246,103.89459000000001
313D,ANCHORVALE RD,16,2001,SK,4room_sold,26,544313,1.3922,103.8879,Sengkang,Singapore,232100,1.39246,103.89459000000001
314A,ANCHORVALE LINK,15,2001,SK,4room_sold,22,541314,1.391,103.8895,Sengkang,Singapore,232100,1.39246,103.89459000000001
314B,ANCHORVALE LINK,16,2001,SK,4room_sold,26,542314,1.3912,103.8884,Sengkang,Singapore,232100,1.39246,103.89459000000001
314C,ANCHORVALE LINK,16,2001,SK,4room_sold,26,543314,1.3918,103.8887,Sengkang,Singapore,232100,1.39246,103.89459000000001
314D,ANCHORVALE LINK,15,2001,SK,4room_sold,22,544314,1.3916,103.8895,Sengkang,Singapore,232100,1.39246,103.89459000000001
319A,ANCHORVALE DR,15,2001,SK,4room_sold,40,541319,1.3907,103.8901,Sengkang,Singapore,232100,1.39246,103.89459000000001
320A,ANCHORVALE DR,15,2001,SK,4room_sold,88,541320,1.3904,103.8909,Sengkang,Singapore,232100,1.39246,103.89459000000001
321A,ANCHORVALE DR,15,2000,SK,4room_sold,40,541321,1.39,103.89200000000001,Sengkang,Singapore,232100,1.39246,103.89459000000001
106A,PUNGGOL FIELD,17,2001,PG,4room_sold,30,821106,1.3968,103.9086,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
106B,PUNGGOL FIELD,17,2001,PG,4room_sold,56,822106,1.3973,103.90799999999999,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
106C,PUNGGOL FIELD,17,2001,PG,4room_sold,38,823106,1.3975,103.9078,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
107B,EDGEFIELD PLAINS,17,2001,PG,4room_sold,27,822107,1.3969,103.9071,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
107C,EDGEFIELD PLAINS,17,2001,PG,4room_sold,27,823107,1.3965,103.9076,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
109B,EDGEDALE PLAINS,17,2001,PG,4room_sold,27,822109,1.3949,103.9094,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
109C,EDGEDALE PLAINS,17,2001,PG,4room_sold,27,823109,1.3952,103.9091,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
110A,PUNGGOL FIELD,17,2001,PG,4room_sold,30,821110,1.3963,103.9093,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
110B,PUNGGOL FIELD,17,2001,PG,4room_sold,56,822110,1.3959,103.9098,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
110C,PUNGGOL FIELD,17,2001,PG,4room_sold,38,823110,1.3956,103.9101,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
655A,JURONG WEST ST 61,16,2000,JW,4room_sold,169,641655,1.3356,103.6986,Jurong West,Singapore,267840,1.3445,103.706817
683A,CHOA CHU KANG CRES,12,2000,CCK,4room_sold,24,681683,1.4037,103.7454,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
683B,CHOA CHU KANG CRES,12,2000,CCK,4room_sold,24,682683,1.4036,103.7459,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
683C,CHOA CHU KANG CRES,13,2000,CCK,4room_sold,36,683683,1.4045,103.7463,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
684A,CHOA CHU KANG CRES,13,2000,CCK,4room_sold,24,681684,1.4042,103.7469,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
684B,CHOA CHU KANG CRES,14,2000,CCK,4room_sold,42,682684,1.4044,103.7471,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
684C,CHOA CHU KANG CRES,15,2000,CCK,4room_sold,45,683684,1.4037,103.7471,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
684D,CHOA CHU KANG CRES,14,2000,CCK,4room_sold,26,684684,1.4046,103.7467,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
317A,ANCHORVALE RD,16,2001,SK,4room_sold,26,541317,1.3942,103.88799999999999,Sengkang,Singapore,232100,1.39246,103.89459000000001
317B,ANCHORVALE RD,16,2001,SK,4room_sold,26,542317,1.3941,103.8886,Sengkang,Singapore,232100,1.39246,103.89459000000001
318A,ANCHORVALE LINK,15,2000,SK,4room_sold,22,541318,1.3925,103.89,Sengkang,Singapore,232100,1.39246,103.89459000000001
318B,ANCHORVALE LINK,16,2000,SK,4room_sold,24,542318,1.3941,103.8893,Sengkang,Singapore,232100,1.39246,103.89459000000001
318C,ANCHORVALE LINK,16,2001,SK,4room_sold,28,543318,1.3932,103.8891,Sengkang,Singapore,232100,1.39246,103.89459000000001
318D,ANCHORVALE LINK,15,2001,SK,4room_sold,28,544318,1.3932,103.8899,Sengkang,Singapore,232100,1.39246,103.89459000000001
317C,ANCHORVALE RD,16,2001,SK,4room_sold,26,543317,1.3933,103.8884,Sengkang,Singapore,232100,1.39246,103.89459000000001
317D,ANCHORVALE RD,16,2000,SK,4room_sold,26,544317,1.3933,103.8879,Sengkang,Singapore,232100,1.39246,103.89459000000001
319B,ANCHORVALE DR,15,2000,SK,4room_sold,58,542319,1.3917,103.8904,Sengkang,Singapore,232100,1.39246,103.89459000000001
319C,ANCHORVALE DR,15,2000,SK,4room_sold,28,543319,1.3908,103.8904,Sengkang,Singapore,232100,1.39246,103.89459000000001
320B,ANCHORVALE DR,15,2000,SK,4room_sold,28,542320,1.3915,103.8908,Sengkang,Singapore,232100,1.39246,103.89459000000001
320D,ANCHORVALE DR,15,2000,SK,4room_sold,28,544320,1.3904,103.89200000000001,Sengkang,Singapore,232100,1.39246,103.89459000000001
321C,ANCHORVALE DR,15,2000,SK,4room_sold,28,543321,1.3905,103.8914,Sengkang,Singapore,232100,1.39246,103.89459000000001
321B,ANCHORVALE DR,15,2000,SK,4room_sold,72,542321,1.3911,103.8925,Sengkang,Singapore,232100,1.39246,103.89459000000001
322A,ANCHORVALE DR,15,2000,SK,4room_sold,116,541322,1.3918,103.8919,Sengkang,Singapore,232100,1.39246,103.89459000000001
322B,ANCHORVALE DR,15,2000,SK,4room_sold,28,542322,1.3915,103.8918,Sengkang,Singapore,232100,1.39246,103.89459000000001
322C,ANCHORVALE DR,15,2000,SK,4room_sold,28,543322,1.3918,103.89200000000001,Sengkang,Singapore,232100,1.39246,103.89459000000001
323B,SENGKANG EAST WAY,15,2000,SK,4room_sold,72,542323,1.3921,103.89299999999999,Sengkang,Singapore,232100,1.39246,103.89459000000001
685A,CHOA CHU KANG CRES,15,2000,CCK,4room_sold,30,681685,1.4036,103.7476,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
685B,CHOA CHU KANG CRES,16,2000,CCK,4room_sold,30,682685,1.4038,103.7482,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
685C,CHOA CHU KANG CRES,17,2000,CCK,4room_sold,96,683685,1.4035,103.7485,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
686A,CHOA CHU KANG CRES,16,2000,CCK,4room_sold,32,681686,1.4043,103.7487,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
686B,CHOA CHU KANG CRES,17,2001,CCK,4room_sold,32,682686,1.4046,103.7484,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
686C,CHOA CHU KANG CRES,18,2001,CCK,4room_sold,102,683686,1.4046,103.7489,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
686D,CHOA CHU KANG CRES,16,2000,CCK,4room_sold,30,684686,1.4039,103.7482,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
655B,JURONG WEST ST 61,16,2000,JW,4room_sold,154,642655,1.3357,103.6974,Jurong West,Singapore,267840,1.3445,103.706817
687A,CHOA CHU KANG DR,20,2000,CCK,4room_sold,59,681687,1.4043,103.7503,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
687B,CHOA CHU KANG DR,20,2000,CCK,4room_sold,59,682687,1.4042,103.7509,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
688A,CHOA CHU KANG DR,20,2000,CCK,4room_sold,79,681688,1.4040000000000001,103.7502,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
688B,CHOA CHU KANG DR,20,2000,CCK,4room_sold,79,682688,1.4034,103.7506,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
689A,CHOA CHU KANG DR,20,2000,CCK,4room_sold,38,681689,1.4032,103.7504,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
689B,CHOA CHU KANG DR,20,2000,CCK,4room_sold,38,682689,1.4034,103.7498,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
687C,CHOA CHU KANG DR,20,2000,CCK,4room_sold,38,683687,1.4037,103.7514,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
688C,CHOA CHU KANG CRES,20,2000,CCK,4room_sold,57,683688,1.4032,103.7513,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
690A,CHOA CHU KANG CRES,24,2001,CCK,4room_sold,46,681690,1.4028,103.7517,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
690D,CHOA CHU KANG CRES,24,2001,CCK,4room_sold,92,684690,1.4024,103.7519,Choa Chu Kang,Singapore,186580,1.38614,103.74616999999999
465,SEGAR RD,15,2000,BP,4room_sold,31,670465,1.3873,103.7726,Bukit Panjang,Singapore,139030,1.37015,103.76544
466,SEGAR RD,15,2000,BP,4room_sold,44,670466,1.3869,103.7732,Bukit Panjang,Singapore,139030,1.37015,103.76544
467,SEGAR RD,15,2000,BP,4room_sold,44,670467,1.3872,103.7737,Bukit Panjang,Singapore,139030,1.37015,103.76544
468,SEGAR RD,15,2000,BP,4room_sold,30,670468,1.3875,103.7736,Bukit Panjang,Singapore,139030,1.37015,103.76544
469,SEGAR RD,15,2000,BP,4room_sold,30,670469,1.3878,103.7734,Bukit Panjang,Singapore,139030,1.37015,103.76544
470,SEGAR RD,15,2000,BP,4room_sold,44,670470,1.3884,103.7734,Bukit Panjang,Singapore,139030,1.37015,103.76544
471,SEGAR RD,15,2000,BP,4room_sold,44,670471,1.3884,103.7726,Bukit Panjang,Singapore,139030,1.37015,103.76544
472,SEGAR RD,15,2000,BP,4room_sold,31,670472,1.3881,103.7725,Bukit Panjang,Singapore,139030,1.37015,103.76544
454,CLEMENTI AVE 3,25,2001,CL,4room_sold,96,120454,1.3124,103.7664,Clementi,Singapore,91630,1.31441,103.76538000000001
455,CLEMENTI AVE 3,22,2001,CL,4room_sold,80,120455,1.3121,103.7668,Clementi,Singapore,91630,1.31441,103.76538000000001
456,CLEMENTI AVE 3,22,2001,CL,4room_sold,80,120456,1.3119,103.7671,Clementi,Singapore,91630,1.31441,103.76538000000001
457,CLEMENTI AVE 3,25,2001,CL,4room_sold,94,120457,1.3117,103.7672,Clementi,Singapore,91630,1.31441,103.76538000000001
460,CLEMENTI AVE 3,25,2001,CL,4room_sold,96,120460,1.311,103.7669,Clementi,Singapore,91630,1.31441,103.76538000000001
178,EDGEFIELD PLAINS,17,2003,PG,4room_sold,34,820178,1.3996,103.9082,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
193,EDGEFIELD PLAINS,17,2003,PG,4room_sold,34,820193,1.3999,103.9091,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
323A,SENGKANG EAST WAY,15,2000,SK,4room_sold,40,541323,1.393,103.89299999999999,Sengkang,Singapore,232100,1.39246,103.89459000000001
324A,SENGKANG EAST WAY,15,2000,SK,4room_sold,88,541324,1.3932,103.89200000000001,Sengkang,Singapore,232100,1.39246,103.89459000000001
325A,SENGKANG EAST WAY,15,2000,SK,4room_sold,26,541325,1.3936,103.891,Sengkang,Singapore,232100,1.39246,103.89459000000001
589A,MONTREAL DR,14,2001,SB,4room_sold,75,751589,1.4497,103.8261,Sembawang,Singapore,76530,1.449111,103.818494
589B,MONTREAL DR,14,2001,SB,4room_sold,74,752589,1.4496,103.8254,Sembawang,Singapore,76530,1.449111,103.818494
589C,MONTREAL DR,14,2001,SB,4room_sold,76,753589,1.4497,103.8247,Sembawang,Singapore,76530,1.449111,103.818494
589D,MONTREAL DR,14,2001,SB,4room_sold,76,754589,1.4501,103.824,Sembawang,Singapore,76530,1.449111,103.818494
8,CANTONMENT CL,30,2000,BM,4room_sold,87,81008,1.2758,103.8388,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
9,CANTONMENT CL,30,2000,BM,4room_sold,87,80009,1.2753,103.839,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
11,CANTONMENT CL,30,2000,BM,4room_sold,87,80011,1.2746,103.8397,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
12,CANTONMENT CL,30,2000,BM,4room_sold,87,80012,1.2745,103.8399,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
13,CANTONMENT CL,30,2000,BM,4room_sold,87,80013,1.2748,103.8404,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
16,CANTONMENT CL,30,2000,BM,4room_sold,87,80016,1.2739,103.8401,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
17,CANTONMENT CL,30,2000,BM,4room_sold,58,80017,1.2739,103.84,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
18,CANTONMENT CL,30,2000,BM,4room_sold,87,80018,1.2739,103.8393,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
19,CANTONMENT CL,30,2000,BM,4room_sold,58,80019,1.2739,103.8388,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
118A,JLN MEMBINA,30,2001,BM,4room_sold,172,161118,1.2816,103.8254,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
118B,JLN MEMBINA,30,2001,BM,4room_sold,58,162118,1.2819999999999998,103.8261,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
118C,JLN MEMBINA,30,2001,BM,4room_sold,58,163118,1.2822,103.8261,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
118D,JLN MEMBINA,30,2001,BM,4room_sold,172,164118,1.2825,103.8269,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
23,JLN MEMBINA,30,2001,BM,4room_sold,69,163023,1.2846,103.8267,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
686A,WOODLANDS DR 73,15,2001,WL,4room_sold,26,731686,1.442,103.8055,Woodlands,Singapore,250170,1.43585,103.78698
686B,WOODLANDS DR 73,15,2001,WL,4room_sold,93,732686,1.4428,103.8066,Woodlands,Singapore,250170,1.43585,103.78698
687B,WOODLANDS DR 75,14,2001,WL,4room_sold,104,732687,1.4419,103.8074,Woodlands,Singapore,250170,1.43585,103.78698
85,TELOK BLANGAH HTS,30,2001,BM,4room_sold,58,100085,1.2773,103.809,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
86,TELOK BLANGAH HTS,30,2001,BM,4room_sold,58,100086,1.2767,103.8086,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
87,TELOK BLANGAH HTS,30,2001,BM,4room_sold,58,100087,1.2770000000000001,103.80799999999999,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
88,TELOK BLANGAH HTS,30,2000,BM,4room_sold,58,100088,1.2775,103.8081,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
181,JELEBU RD,30,2001,BP,4room_sold,58,670181,1.3791,103.7631,Bukit Panjang,Singapore,139030,1.37015,103.76544
182,JELEBU RD,29,2001,BP,4room_sold,85,670182,1.38,103.7634,Bukit Panjang,Singapore,139030,1.37015,103.76544
183,JELEBU RD,29,2000,BP,4room_sold,28,670183,1.3801,103.7629,Bukit Panjang,Singapore,139030,1.37015,103.76544
184,JELEBU RD,30,2000,BP,4room_sold,29,670184,1.3797,103.7623,Bukit Panjang,Singapore,139030,1.37015,103.76544
185,JELEBU RD,30,2001,BP,4room_sold,88,670185,1.3793,103.7622,Bukit Panjang,Singapore,139030,1.37015,103.76544
309A,ANCHORVALE RD,18,2000,SK,4room_sold,53,541309,1.3919,103.8861,Sengkang,Singapore,232100,1.39246,103.89459000000001
309B,ANCHORVALE RD,18,2000,SK,4room_sold,53,542309,1.3913,103.88600000000001,Sengkang,Singapore,232100,1.39246,103.89459000000001
309C,ANCHORVALE RD,18,2000,SK,4room_sold,53,543309,1.391,103.8859,Sengkang,Singapore,232100,1.39246,103.89459000000001
309D,ANCHORVALE RD,18,2000,SK,4room_sold,53,544309,1.3907,103.8857,Sengkang,Singapore,232100,1.39246,103.89459000000001
311A,ANCHORVALE LANE,18,2000,SK,4room_sold,53,541311,1.3911,103.884,Sengkang,Singapore,232100,1.39246,103.89459000000001
311B,ANCHORVALE LANE,18,2000,SK,4room_sold,53,542311,1.3914,103.8841,Sengkang,Singapore,232100,1.39246,103.89459000000001
311C,ANCHORVALE LANE,18,2000,SK,4room_sold,53,543311,1.3917,103.8844,Sengkang,Singapore,232100,1.39246,103.89459000000001
311D,ANCHORVALE LANE,18,2000,SK,4room_sold,53,544311,1.3919,103.8845,Sengkang,Singapore,232100,1.39246,103.89459000000001
473,SEGAR RD,16,2000,BP,4room_sold,15,670473,1.3882,103.7719,Bukit Panjang,Singapore,139030,1.37015,103.76544
474,SEGAR RD,16,2000,BP,4room_sold,15,670474,1.3885,103.7725,Bukit Panjang,Singapore,139030,1.37015,103.76544
475,SEGAR RD,16,2000,BP,4room_sold,45,670475,1.3888,103.7727,Bukit Panjang,Singapore,139030,1.37015,103.76544
476,SEGAR RD,15,2000,BP,4room_sold,39,670476,1.3889,103.7731,Bukit Panjang,Singapore,139030,1.37015,103.76544
477,SEGAR RD,15,2000,BP,4room_sold,39,670477,1.3892,103.7732,Bukit Panjang,Singapore,139030,1.37015,103.76544
478,SEGAR RD,15,2000,BP,4room_sold,14,670478,1.3897,103.7731,Bukit Panjang,Singapore,139030,1.37015,103.76544
479,SEGAR RD,15,2000,BP,4room_sold,14,670479,1.3898,103.7728,Bukit Panjang,Singapore,139030,1.37015,103.76544
480,SEGAR RD,15,2000,BP,4room_sold,39,670480,1.3898,103.7722,Bukit Panjang,Singapore,139030,1.37015,103.76544
