blk_no,street,max_floor_lvl,year_completed,bldg_contract_town,room_type,units,postal,latitude,longitude,town,country,population,town_latitude,town_longitude
260A,SENGKANG EAST WAY,15,1999,SK,4room_sold,28,541260,1.3934,103.8954,Sengkang,Singapore,232100,1.39246,103.89459000000001
260B,SENGKANG EAST WAY,15,1999,SK,4room_sold,1,542260,1.3935,103.8952,Sengkang,Singapore,232100,1.39246,103.89459000000001
261D,SENGKANG EAST WAY,15,1999,SK,4room_sold,1,544261,1.3936,103.8948,Sengkang,Singapore,232100,1.39246,103.89459000000001
601,JURONG WEST ST 62,15,1999,JW,4room_sold,28,640601,1.3401,103.7003,Jurong West,Singapore,267840,1.3445,103.706817
602,JURONG WEST ST 62,15,1999,JW,4room_sold,23,640602,1.3392,103.7001,Jurong West,Singapore,267840,1.3445,103.706817
603,JURONG WEST ST 62,15,1999,JW,4room_sold,23,640603,1.3389,103.7002,Jurong West,Singapore,267840,1.3445,103.706817
611,JURONG WEST ST 65,15,1999,JW,4room_sold,23,640611,1.339,103.70100000000001,Jurong West,Singapore,267840,1.3445,103.706817
612,JURONG WEST ST 65,15,1999,JW,4room_sold,23,640612,1.3394,103.7009,Jurong West,Singapore,267840,1.3445,103.706817
613,JURONG WEST ST 62,15,1999,JW,4room_sold,28,640613,1.3401,103.7006,Jurong West,Singapore,267840,1.3445,103.706817
671A,KLANG LANE,17,2000,CT,4room_sold,69,211671,1.3086,103.8523,Central Area,Singapore,939890,1.300556,103.821667
671B,KLANG LANE,17,2000,CT,4room_sold,69,212671,1.3087,103.8525,Central Area,Singapore,939890,1.300556,103.821667
672A,KLANG LANE,19,2000,CT,4room_sold,36,211672,1.3085,103.8524,Central Area,Singapore,939890,1.300556,103.821667
672B,KLANG LANE,19,2000,CT,4room_sold,36,212672,1.3086,103.8525,Central Area,Singapore,939890,1.300556,103.821667
18,JLN TENTERAM,28,1999,KWN,4room_sold,51,321018,1.3277,103.8601,Kallang,Singapore,101210,1.31083,103.86556
19,JLN TENTERAM,28,1999,KWN,4room_sold,51,321019,1.3276,103.8597,Kallang,Singapore,101210,1.31083,103.86556
657B,JURONG WEST ST 65,16,2000,JW,4room_sold,154,642657,1.3358,103.7009,Jurong West,Singapore,267840,1.3445,103.706817
604,JURONG WEST ST 62,15,1999,JW,4room_sold,23,640604,1.3387,103.7002,Jurong West,Singapore,267840,1.3445,103.706817
605,JURONG WEST ST 62,15,1999,JW,4room_sold,23,640605,1.3386,103.6993,Jurong West,Singapore,267840,1.3445,103.706817
606,JURONG WEST ST 65,15,1999,JW,4room_sold,23,640606,1.3383,103.6993,Jurong West,Singapore,267840,1.3445,103.706817
607,JURONG WEST ST 65,15,1999,JW,4room_sold,23,640607,1.3379,103.6996,Jurong West,Singapore,267840,1.3445,103.706817
608,JURONG WEST ST 65,15,1999,JW,4room_sold,23,640608,1.3379,103.7002,Jurong West,Singapore,267840,1.3445,103.706817
609,JURONG WEST ST 65,15,1999,JW,4room_sold,23,640609,1.3379,103.7004,Jurong West,Singapore,267840,1.3445,103.706817
610,JURONG WEST ST 65,15,1999,JW,4room_sold,14,640610,1.3382,103.7011,Jurong West,Singapore,267840,1.3445,103.706817
55,STRATHMORE AVE,20,2000,QT,4room_sold,105,140055,1.2934,103.8091,Queenstown,Singapore,98050,1.294167,103.786128
56,STRATHMORE AVE,20,2000,QT,4room_sold,78,140056,1.2934,103.8098,Queenstown,Singapore,98050,1.294167,103.786128
683A,JURONG WEST CTRL 1,17,1999,JW,4room_sold,33,641683,1.3428,103.7051,Jurong West,Singapore,267840,1.3445,103.706817
683B,JURONG WEST CTRL 1,17,1999,JW,4room_sold,33,642683,1.3431,103.705,Jurong West,Singapore,267840,1.3445,103.706817
683C,JURONG WEST ST 64,17,1999,JW,4room_sold,32,643683,1.3434,103.7048,Jurong West,Singapore,267840,1.3445,103.706817
684A,JURONG WEST ST 64,17,1998,JW,4room_sold,33,641684,1.3439,103.7038,Jurong West,Singapore,267840,1.3445,103.706817
684B,JURONG WEST ST 64,17,1998,JW,4room_sold,33,642684,1.344,103.7043,Jurong West,Singapore,267840,1.3445,103.706817
684C,JURONG WEST ST 64,17,1998,JW,4room_sold,32,643684,1.3437,103.7046,Jurong West,Singapore,267840,1.3445,103.706817
685A,JURONG WEST ST 64,17,1998,JW,4room_sold,33,641685,1.3434,103.7039,Jurong West,Singapore,267840,1.3445,103.706817
685B,JURONG WEST ST 64,17,1998,JW,4room_sold,33,642685,1.3428,103.704,Jurong West,Singapore,267840,1.3445,103.706817
685C,JURONG WEST CTRL 1,17,1999,JW,4room_sold,32,643685,1.3425,103.704,Jurong West,Singapore,267840,1.3445,103.706817
686A,JURONG WEST CTRL 1,17,1999,JW,4room_sold,33,641686,1.3417,103.7047,Jurong West,Singapore,267840,1.3445,103.706817
686B,JURONG WEST CTRL 1,17,1999,JW,4room_sold,33,642686,1.3419,103.7044,Jurong West,Singapore,267840,1.3445,103.706817
686C,JURONG WEST CTRL 1,17,1999,JW,4room_sold,32,643686,1.3422,103.7041,Jurong West,Singapore,267840,1.3445,103.706817
621,SENJA RD,20,2000,BP,4room_sold,46,670621,1.386,103.7629,Bukit Panjang,Singapore,139030,1.37015,103.76544
622,SENJA RD,20,2000,BP,4room_sold,41,670622,1.3857,103.7613,Bukit Panjang,Singapore,139030,1.37015,103.76544
623,SENJA RD,20,2000,BP,4room_sold,41,670623,1.3864,103.762,Bukit Panjang,Singapore,139030,1.37015,103.76544
624,SENJA RD,20,2000,BP,4room_sold,21,670624,1.3863,103.7617,Bukit Panjang,Singapore,139030,1.37015,103.76544
304A,ANCHORVALE LINK,16,2000,SK,4room_sold,62,541304,1.3880000000000001,103.8886,Sengkang,Singapore,232100,1.39246,103.89459000000001
304B,ANCHORVALE LINK,16,2000,SK,4room_sold,32,542304,1.3884,103.8894,Sengkang,Singapore,232100,1.39246,103.89459000000001
73A,REDHILL RD,30,2004,BM,4room_sold,46,151073,1.288,103.8166,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
74A,REDHILL RD,30,2004,BM,4room_sold,48,151074,1.288,103.816,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
75A,REDHILL RD,30,2005,BM,4room_sold,116,151075,1.288,103.8154,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
75B,REDHILL RD,30,2005,BM,4room_sold,116,152075,1.2885,103.8161,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
75C,REDHILL RD,30,2005,BM,4room_sold,116,153075,1.2890000000000001,103.8164,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
76A,REDHILL RD,30,2004,BM,4room_sold,116,151076,1.2890000000000001,103.8168,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
77A,REDHILL RD,30,2004,BM,4room_sold,116,151077,1.2888,103.8172,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
301A,ANCHORVALE DR,15,1999,SK,4room_sold,14,541301,1.3894,103.8918,Sengkang,Singapore,232100,1.39246,103.89459000000001
301B,ANCHORVALE DR,15,2000,SK,4room_sold,28,542301,1.3893,103.8914,Sengkang,Singapore,232100,1.39246,103.89459000000001
301C,ANCHORVALE DR,15,2000,SK,4room_sold,59,543301,1.3888,103.8911,Sengkang,Singapore,232100,1.39246,103.89459000000001
301D,ANCHORVALE DR,15,1999,SK,4room_sold,14,544301,1.3886,103.8915,Sengkang,Singapore,232100,1.39246,103.89459000000001
115A,YISHUN RING RD,16,1999,YS,4room_sold,39,761115,1.4332,103.8276,Yishun,Singapore,210440,1.43621,103.83582
115B,YISHUN RING RD,16,1999,YS,4room_sold,30,762115,1.4333,103.8269,Yishun,Singapore,210440,1.43621,103.83582
115C,YISHUN RING RD,16,1999,YS,4room_sold,39,763115,1.4336,103.8277,Yishun,Singapore,210440,1.43621,103.83582
200A,SENGKANG EAST RD,16,1999,SK,4room_sold,60,541200,1.3871,103.8918,Sengkang,Singapore,232100,1.39246,103.89459000000001
200B,SENGKANG EAST RD,16,1999,SK,4room_sold,16,542200,1.3869,103.8926,Sengkang,Singapore,232100,1.39246,103.89459000000001
201A,COMPASSVALE DR,16,1999,SK,4room_sold,73,541201,1.3887,103.8928,Sengkang,Singapore,232100,1.39246,103.89459000000001
201C,COMPASSVALE DR,16,1999,SK,4room_sold,61,543201,1.3878,103.8939,Sengkang,Singapore,232100,1.39246,103.89459000000001
202C,SENGKANG EAST RD,16,1999,SK,4room_sold,61,543202,1.3876,103.8925,Sengkang,Singapore,232100,1.39246,103.89459000000001
200D,SENGKANG EAST RD,16,1999,SK,4room_sold,15,544200,1.3869999999999998,103.8932,Sengkang,Singapore,232100,1.39246,103.89459000000001
201B,COMPASSVALE DR,16,1999,SK,4room_sold,77,542201,1.3885,103.8941,Sengkang,Singapore,232100,1.39246,103.89459000000001
201D,COMPASSVALE DR,16,1999,SK,4room_sold,15,544201,1.3873,103.8937,Sengkang,Singapore,232100,1.39246,103.89459000000001
202,COMPASSVALE DR,16,1999,SK,4room_sold,90,540202,1.3886,103.8932,Sengkang,Singapore,232100,1.39246,103.89459000000001
309A,ANG MO KIO ST 31,28,2005,AMK,4room_sold,103,562309,1.3649,103.8457,Ang Mo Kio,Singapore,166820,1.36795,103.83866
315A,ANG MO KIO ST 31,28,2005,AMK,4room_sold,117,562315,1.3642,103.8473,Ang Mo Kio,Singapore,166820,1.36795,103.83866
316A,ANG MO KIO ST 31,28,2005,AMK,4room_sold,111,562316,1.3647,103.8472,Ang Mo Kio,Singapore,166820,1.36795,103.83866
302A,ANCHORVALE LINK,15,1999,SK,4room_sold,28,541302,1.3878,103.8915,Sengkang,Singapore,232100,1.39246,103.89459000000001
303A,ANCHORVALE LINK,15,1999,SK,4room_sold,56,541303,1.3872,103.8913,Sengkang,Singapore,232100,1.39246,103.89459000000001
303B,ANCHORVALE LINK,15,1999,SK,4room_sold,154,542303,1.3874,103.8895,Sengkang,Singapore,232100,1.39246,103.89459000000001
303C,ANCHORVALE LINK,15,1999,SK,4room_sold,159,543303,1.3877,103.8904,Sengkang,Singapore,232100,1.39246,103.89459000000001
315B,ANG MO KIO ST 31,28,2004,AMK,4room_sold,54,563315,1.3643,103.8475,Ang Mo Kio,Singapore,166820,1.36795,103.83866
501A,WELLINGTON CIRCLE,12,1999,SB,4room_sold,44,751501,1.4517,103.8208,Sembawang,Singapore,76530,1.449111,103.818494
501B,WELLINGTON CIRCLE,12,1999,SB,4room_sold,33,752501,1.4522,103.8213,Sembawang,Singapore,76530,1.449111,103.818494
501C,WELLINGTON CIRCLE,12,1999,SB,4room_sold,47,753501,1.4515,103.822,Sembawang,Singapore,76530,1.449111,103.818494
651,SENJA LINK,20,1999,BP,4room_sold,18,670651,1.3865,103.7637,Bukit Panjang,Singapore,139030,1.37015,103.76544
655,SENJA RD,20,2000,BP,4room_sold,17,670655,1.3872,103.7644,Bukit Panjang,Singapore,139030,1.37015,103.76544
650,SENJA LINK,20,1999,BP,4room_sold,17,670650,1.3871,103.7633,Bukit Panjang,Singapore,139030,1.37015,103.76544
652,SENJA LINK,20,2000,BP,4room_sold,18,670652,1.3875,103.7636,Bukit Panjang,Singapore,139030,1.37015,103.76544
654,SENJA RD,20,2000,BP,4room_sold,17,670654,1.3879,103.764,Bukit Panjang,Singapore,139030,1.37015,103.76544
504B,MONTREAL DR,13,1999,SB,4room_sold,51,752504,1.4509,103.8238,Sembawang,Singapore,76530,1.449111,103.818494
504D,MONTREAL DR,13,1999,SB,4room_sold,48,754504,1.4507,103.8239,Sembawang,Singapore,76530,1.449111,103.818494
503B,CANBERRA LINK,13,1999,SB,4room_sold,48,752503,1.4505,103.8222,Sembawang,Singapore,76530,1.449111,103.818494
503C,CANBERRA LINK,13,1999,SB,4room_sold,48,753503,1.4506,103.8226,Sembawang,Singapore,76530,1.449111,103.818494
504C,CANBERRA LINK,13,1999,SB,4room_sold,36,753504,1.4502,103.8233,Sembawang,Singapore,76530,1.449111,103.818494
813,JELLICOE RD,30,2001,KWN,4room_sold,82,200813,1.3074,103.8623,Kallang,Singapore,101210,1.31083,103.86556
815,JELLICOE RD,30,2001,KWN,4room_sold,82,200815,1.3068,103.8615,Kallang,Singapore,101210,1.31083,103.86556
816,JELLICOE RD,30,2001,KWN,4room_sold,29,200816,1.3069,103.8611,Kallang,Singapore,101210,1.31083,103.86556
291A,COMPASSVALE ST,15,1999,SK,4room_sold,28,541291,1.3957,103.8977,Sengkang,Singapore,232100,1.39246,103.89459000000001
291D,COMPASSVALE ST,15,1999,SK,4room_sold,58,544291,1.3967,103.8985,Sengkang,Singapore,232100,1.39246,103.89459000000001
291B,COMPASSVALE ST,15,1999,SK,4room_sold,15,542291,1.396,103.8982,Sengkang,Singapore,232100,1.39246,103.89459000000001
292A,COMPASSVALE ST,15,1999,SK,4room_sold,14,541292,1.3962,103.8993,Sengkang,Singapore,232100,1.39246,103.89459000000001
292B,COMPASSVALE ST,15,1999,SK,4room_sold,70,542292,1.3953,103.8989,Sengkang,Singapore,232100,1.39246,103.89459000000001
611,BT PANJANG RING RD,21,2000,BP,4room_sold,90,670611,1.3837,103.762,Bukit Panjang,Singapore,139030,1.37015,103.76544
612,SENJA RD,21,2000,BP,4room_sold,43,670612,1.3838,103.7609,Bukit Panjang,Singapore,139030,1.37015,103.76544
613,BT PANJANG RING RD,21,2000,BP,4room_sold,90,670613,1.3843,103.7622,Bukit Panjang,Singapore,139030,1.37015,103.76544
614,SENJA RD,19,2000,BP,4room_sold,43,670614,1.3843,103.7608,Bukit Panjang,Singapore,139030,1.37015,103.76544
615,BT PANJANG RING RD,21,2000,BP,4room_sold,90,670615,1.3851,103.7625,Bukit Panjang,Singapore,139030,1.37015,103.76544
616,SENJA RD,18,2000,BP,4room_sold,117,670616,1.3848,103.76100000000001,Bukit Panjang,Singapore,139030,1.37015,103.76544
618,SENJA RD,18,2000,BP,4room_sold,117,670618,1.3856,103.7614,Bukit Panjang,Singapore,139030,1.37015,103.76544
631,JURONG WEST ST 65,16,1999,JW,4room_sold,45,640631,1.3433,103.7003,Jurong West,Singapore,267840,1.3445,103.706817
632,JURONG WEST ST 65,16,2000,JW,4room_sold,48,640632,1.3438,103.6995,Jurong West,Singapore,267840,1.3445,103.706817
633,JURONG WEST ST 65,16,2000,JW,4room_sold,48,640633,1.3435,103.6991,Jurong West,Singapore,267840,1.3445,103.706817
634,JURONG WEST ST 65,16,2000,JW,4room_sold,29,640634,1.3430000000000002,103.6987,Jurong West,Singapore,267840,1.3445,103.706817
635,JURONG WEST ST 65,16,2000,JW,4room_sold,60,640635,1.3430000000000002,103.6984,Jurong West,Singapore,267840,1.3445,103.706817
636,JURONG WEST ST 65,16,2000,JW,4room_sold,48,640636,1.3424,103.6978,Jurong West,Singapore,267840,1.3445,103.706817
119B,KIM TIAN RD,30,2001,BM,4room_sold,128,162119,1.2809,103.8273,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
119C,KIM TIAN RD,30,2001,BM,4room_sold,128,163119,1.2816,103.8278,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
119D,KIM TIAN RD,30,2000,BM,4room_sold,128,164119,1.2821,103.82799999999999,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
657A,JURONG WEST ST 65,16,2000,JW,4room_sold,154,641657,1.3353,103.7004,Jurong West,Singapore,267840,1.3445,103.706817
290A,COMPASSVALE CRES,15,2000,SK,4room_sold,70,541290,1.3963,103.8966,Sengkang,Singapore,232100,1.39246,103.89459000000001
290B,COMPASSVALE CRES,15,2000,SK,4room_sold,44,542290,1.3969,103.8968,Sengkang,Singapore,232100,1.39246,103.89459000000001
290C,COMPASSVALE CRES,15,2000,SK,4room_sold,30,543290,1.3968,103.8972,Sengkang,Singapore,232100,1.39246,103.89459000000001
660A,JURONG WEST ST 64,16,1999,JW,4room_sold,64,641660,1.3359,103.704,Jurong West,Singapore,267840,1.3445,103.706817
660B,JURONG WEST ST 64,16,1999,JW,4room_sold,30,642660,1.3362,103.704,Jurong West,Singapore,267840,1.3445,103.706817
661A,JURONG WEST ST 64,16,1999,JW,4room_sold,30,641661,1.3355,103.705,Jurong West,Singapore,267840,1.3445,103.706817
661B,JURONG WEST ST 64,16,1999,JW,4room_sold,45,642661,1.3362,103.7056,Jurong West,Singapore,267840,1.3445,103.706817
661C,JURONG WEST ST 64,16,2000,JW,4room_sold,48,643661,1.3363,103.7053,Jurong West,Singapore,267840,1.3445,103.706817
661D,JURONG WEST ST 64,16,2000,JW,4room_sold,30,644661,1.3368,103.7046,Jurong West,Singapore,267840,1.3445,103.706817
305A,ANCHORVALE LINK,16,2000,SK,4room_sold,40,541305,1.3884,103.8879,Sengkang,Singapore,232100,1.39246,103.89459000000001
305C,ANCHORVALE LINK,16,2000,SK,4room_sold,16,543305,1.389,103.8879,Sengkang,Singapore,232100,1.39246,103.89459000000001
305D,ANCHORVALE LINK,16,2000,SK,4room_sold,40,544305,1.3889,103.8872,Sengkang,Singapore,232100,1.39246,103.89459000000001
307A,ANCHORVALE RD,16,1999,SK,4room_sold,30,541307,1.3897,103.8879,Sengkang,Singapore,232100,1.39246,103.89459000000001
305B,ANCHORVALE LINK,16,2000,SK,4room_sold,16,542305,1.3893,103.8888,Sengkang,Singapore,232100,1.39246,103.89459000000001
306A,ANCHORVALE LINK,16,2000,SK,4room_sold,42,541306,1.3904,103.8891,Sengkang,Singapore,232100,1.39246,103.89459000000001
306C,ANCHORVALE LINK,16,2000,SK,4room_sold,91,543306,1.3901,103.8877,Sengkang,Singapore,232100,1.39246,103.89459000000001
307C,ANCHORVALE RD,17,2000,SK,4room_sold,32,543307,1.3903,103.887,Sengkang,Singapore,232100,1.39246,103.89459000000001
307D,ANCHORVALE RD,17,2000,SK,4room_sold,32,544307,1.3904,103.8862,Sengkang,Singapore,232100,1.39246,103.89459000000001
308A,ANCHORVALE RD,17,2000,SK,4room_sold,42,541308,1.3898,103.8858,Sengkang,Singapore,232100,1.39246,103.89459000000001
308B,ANCHORVALE RD,17,2000,SK,4room_sold,32,542308,1.3898,103.8866,Sengkang,Singapore,232100,1.39246,103.89459000000001
308C,ANCHORVALE RD,17,2000,SK,4room_sold,42,543308,1.3894,103.8868,Sengkang,Singapore,232100,1.39246,103.89459000000001
350A,CANBERRA RD,14,1999,SB,4room_sold,26,751350,1.4507,103.8205,Sembawang,Singapore,76530,1.449111,103.818494
350B,CANBERRA RD,14,1999,SB,4room_sold,26,752350,1.4503,103.8206,Sembawang,Singapore,76530,1.449111,103.818494
350C,CANBERRA RD,14,1999,SB,4room_sold,26,753350,1.4502,103.8203,Sembawang,Singapore,76530,1.449111,103.818494
351A,CANBERRA RD,14,1999,SB,4room_sold,26,751351,1.4503,103.8203,Sembawang,Singapore,76530,1.449111,103.818494
351B,CANBERRA RD,14,2000,SB,4room_sold,27,752351,1.4508,103.8198,Sembawang,Singapore,76530,1.449111,103.818494
351C,CANBERRA RD,14,2000,SB,4room_sold,26,753351,1.4512,103.8198,Sembawang,Singapore,76530,1.449111,103.818494
352A,CANBERRA RD,14,2000,SB,4room_sold,27,751352,1.4509,103.8195,Sembawang,Singapore,76530,1.449111,103.818494
352B,CANBERRA RD,14,2000,SB,4room_sold,27,752352,1.4506,103.8202,Sembawang,Singapore,76530,1.449111,103.818494
352C,CANBERRA RD,14,2000,SB,4room_sold,26,753352,1.4501,103.8201,Sembawang,Singapore,76530,1.449111,103.818494
353A,ADMIRALTY DR,15,2000,SB,4room_sold,29,751353,1.4503,103.8186,Sembawang,Singapore,76530,1.449111,103.818494
353B,ADMIRALTY DR,15,2000,SB,4room_sold,29,752353,1.4499,103.819,Sembawang,Singapore,76530,1.449111,103.818494
353C,ADMIRALTY DR,15,2000,SB,4room_sold,28,753353,1.4496,103.8192,Sembawang,Singapore,76530,1.449111,103.818494
354A,ADMIRALTY DR,15,2000,SB,4room_sold,29,751354,1.4499,103.819,Sembawang,Singapore,76530,1.449111,103.818494
354B,ADMIRALTY DR,15,2000,SB,4room_sold,29,752354,1.4503,103.8186,Sembawang,Singapore,76530,1.449111,103.818494
354C,ADMIRALTY DR,15,2000,SB,4room_sold,28,753354,1.4506,103.8184,Sembawang,Singapore,76530,1.449111,103.818494
276A,JURONG WEST ST 25,15,2000,JW,4room_sold,114,641276,1.3533,103.7036,Jurong West,Singapore,267840,1.3445,103.706817
276B,JURONG WEST AVE 3,15,2000,JW,4room_sold,45,642276,1.3527,103.7042,Jurong West,Singapore,267840,1.3445,103.706817
276C,JURONG WEST ST 25,15,2000,JW,4room_sold,45,643276,1.3532,103.7042,Jurong West,Singapore,267840,1.3445,103.706817
276D,JURONG WEST ST 25,15,2000,JW,4room_sold,28,644276,1.3536,103.7046,Jurong West,Singapore,267840,1.3445,103.706817
273A,JURONG WEST AVE 3,15,1999,JW,4room_sold,28,641273,1.3513,103.7036,Jurong West,Singapore,267840,1.3445,103.706817
273B,JURONG WEST AVE 3,15,1999,JW,4room_sold,45,642273,1.3518,103.7038,Jurong West,Singapore,267840,1.3445,103.706817
273C,JURONG WEST AVE 3,15,2000,JW,4room_sold,30,643273,1.3521,103.7042,Jurong West,Singapore,267840,1.3445,103.706817
273D,JURONG WEST AVE 3,15,1999,JW,4room_sold,114,644273,1.3522,103.70299999999999,Jurong West,Singapore,267840,1.3445,103.706817
274D,JURONG WEST AVE 3,15,2000,JW,4room_sold,42,644274,1.3522,103.7042,Jurong West,Singapore,267840,1.3445,103.706817
275A,JURONG WEST ST 25,15,2000,JW,4room_sold,28,641275,1.3523,103.7023,Jurong West,Singapore,267840,1.3445,103.706817
275B,JURONG WEST ST 25,15,2000,JW,4room_sold,45,642275,1.3529,103.7022,Jurong West,Singapore,267840,1.3445,103.706817
275C,JURONG WEST ST 25,15,2000,JW,4room_sold,45,643275,1.3534,103.7026,Jurong West,Singapore,267840,1.3445,103.706817
275D,JURONG WEST ST 25,15,2000,JW,4room_sold,28,644275,1.3536,103.7027,Jurong West,Singapore,267840,1.3445,103.706817
700A,ANG MO KIO AVE 6,25,2001,AMK,4room_sold,96,561700,1.3699,103.8457,Ang Mo Kio,Singapore,166820,1.36795,103.83866
700B,ANG MO KIO AVE 6,25,2000,AMK,4room_sold,96,562700,1.3695,103.8458,Ang Mo Kio,Singapore,166820,1.36795,103.83866
700C,ANG MO KIO AVE 6,25,2000,AMK,4room_sold,24,563700,1.3694,103.8466,Ang Mo Kio,Singapore,166820,1.36795,103.83866
659A,JURONG WEST ST 65,16,1999,JW,4room_sold,30,641659,1.337,103.7023,Jurong West,Singapore,267840,1.3445,103.706817
659B,JURONG WEST ST 65,16,1999,JW,4room_sold,48,642659,1.3368,103.7015,Jurong West,Singapore,267840,1.3445,103.706817
659C,JURONG WEST ST 65,16,1999,JW,4room_sold,48,643659,1.3365,103.7015,Jurong West,Singapore,267840,1.3445,103.706817
659D,JURONG WEST ST 65,16,2000,JW,4room_sold,48,644659,1.3363,103.7028,Jurong West,Singapore,267840,1.3445,103.706817
660C,JURONG WEST ST 64,16,2000,JW,4room_sold,30,643660,1.3365,103.7038,Jurong West,Singapore,267840,1.3445,103.706817
660D,JURONG WEST ST 64,16,2000,JW,4room_sold,60,644660,1.3363,103.7034,Jurong West,Singapore,267840,1.3445,103.706817
662A,JURONG WEST ST 64,16,1999,JW,4room_sold,30,641662,1.3371,103.7028,Jurong West,Singapore,267840,1.3445,103.706817
662B,JURONG WEST ST 64,16,1999,JW,4room_sold,45,642662,1.3363,103.7032,Jurong West,Singapore,267840,1.3445,103.706817
662C,JURONG WEST ST 64,16,2000,JW,4room_sold,45,643662,1.3375,103.7037,Jurong West,Singapore,267840,1.3445,103.706817
662D,JURONG WEST ST 64,16,2000,JW,4room_sold,30,644662,1.3369,103.7045,Jurong West,Singapore,267840,1.3445,103.706817
339A,SEMBAWANG CL,16,1999,SB,4room_sold,33,751339,1.4482,103.8178,Sembawang,Singapore,76530,1.449111,103.818494
339B,SEMBAWANG CL,16,1999,SB,4room_sold,32,752339,1.4481,103.8174,Sembawang,Singapore,76530,1.449111,103.818494
340A,SEMBAWANG CL,16,1999,SB,4room_sold,47,751340,1.4474,103.8177,Sembawang,Singapore,76530,1.449111,103.818494
340B,SEMBAWANG CL,16,1999,SB,4room_sold,47,752340,1.4471,103.8182,Sembawang,Singapore,76530,1.449111,103.818494
341,SEMBAWANG CL,16,1999,SB,4room_sold,30,750341,1.4471,103.8186,Sembawang,Singapore,76530,1.449111,103.818494
341A,SEMBAWANG CL,16,1999,SB,4room_sold,33,751341,1.4475,103.8188,Sembawang,Singapore,76530,1.449111,103.818494
341B,SEMBAWANG CL,16,1999,SB,4room_sold,32,752341,1.4481,103.8186,Sembawang,Singapore,76530,1.449111,103.818494
356A,ADMIRALTY DR,16,1999,SB,4room_sold,57,751356,1.4502,103.8166,Sembawang,Singapore,76530,1.449111,103.818494
356B,ADMIRALTY DR,16,1999,SB,4room_sold,32,752356,1.4491,103.8176,Sembawang,Singapore,76530,1.449111,103.818494
356C,ADMIRALTY DR,16,1999,SB,4room_sold,33,753356,1.4495,103.818,Sembawang,Singapore,76530,1.449111,103.818494
357,ADMIRALTY DR,16,1999,SB,4room_sold,60,750357,1.45,103.8163,Sembawang,Singapore,76530,1.449111,103.818494
357A,ADMIRALTY DR,16,1999,SB,4room_sold,32,751357,1.4503,103.8169,Sembawang,Singapore,76530,1.449111,103.818494
357B,ADMIRALTY DR,16,1999,SB,4room_sold,33,752357,1.4503,103.8177,Sembawang,Singapore,76530,1.449111,103.818494
357C,ADMIRALTY DR,16,1999,SB,4room_sold,32,753357,1.4499,103.8178,Sembawang,Singapore,76530,1.449111,103.818494
359,ADMIRALTY DR,16,1999,SB,4room_sold,60,750359,1.4499,103.8158,Sembawang,Singapore,76530,1.449111,103.818494
359A,ADMIRALTY DR,16,1999,SB,4room_sold,32,751359,1.4498,103.8155,Sembawang,Singapore,76530,1.449111,103.818494
359B,ADMIRALTY DR,16,1999,SB,4room_sold,32,752359,1.4496,103.8151,Sembawang,Singapore,76530,1.449111,103.818494
359C,ADMIRALTY DR,16,1999,SB,4room_sold,33,753359,1.4492,103.8145,Sembawang,Singapore,76530,1.449111,103.818494
360A,ADMIRALTY DR,16,1999,SB,4room_sold,57,751360,1.4491,103.8159,Sembawang,Singapore,76530,1.449111,103.818494
360B,ADMIRALTY DR,16,1999,SB,4room_sold,30,752360,1.4488,103.8155,Sembawang,Singapore,76530,1.449111,103.818494
360C,ADMIRALTY DR,16,1999,SB,4room_sold,33,753360,1.4485,103.815,Sembawang,Singapore,76530,1.449111,103.818494
104A,EDGEFIELD PLAINS,17,2001,PG,4room_sold,32,821104,1.3968,103.9049,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
104B,EDGEFIELD PLAINS,17,2001,PG,4room_sold,32,822104,1.3965,103.9056,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
105A,EDGEFIELD PLAINS,17,2001,PG,4room_sold,28,821105,1.3969,103.9059,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
105B,EDGEFIELD PLAINS,17,2001,PG,4room_sold,28,822105,1.3974,103.9062,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
105C,EDGEFIELD PLAINS,17,2001,PG,4room_sold,28,823105,1.3974,103.9062,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
105D,EDGEFIELD PLAINS,17,2001,PG,4room_sold,28,824105,1.3969,103.9049,Punggol,Singapore,146640,1.3982780000000001,103.90897199999999
596A,ANG MO KIO ST 52,28,2000,AMK,4room_sold,81,561596,1.3726,103.8508,Ang Mo Kio,Singapore,166820,1.36795,103.83866
596B,ANG MO KIO ST 52,28,2000,AMK,4room_sold,81,562596,1.3723,103.8505,Ang Mo Kio,Singapore,166820,1.36795,103.83866
